filename,standard_name,standard_code,otf,tf,td
file_121409.pdf,Системный аналитик,06.022,«Техническое сопровождение проектирования Системы»,Трудовая функция,"Изучение и описание деятельности,; Уровень; Наименование подлежащей автоматизации, и работы Код A/02.4 4; квалификации; пользователей в системах-аналогах; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Изучение стандартов, регламентов, инструкций, методик, нормативных; правовых актов, локальных нормативных актов, регламентирующих; исследуемую деятельность; Просмотр записей работы и снимков экрана пользователей изучаемых; систем и продуктов; Непосредственное наблюдение за исследуемой деятельностью; Пробное выполнение работы в роли пользователя системы или; исполнителя неавтоматизированной операции; Уточнение непонятных особенностей изучаемой деятельности с; пользователями и исполнителями; Написание отчета – сценария работы пользователя или исполнителя; взаимосвязанные сценарии; Работать с текстовыми документами; Работать с табличными документами; Составлять сценарии работы пользователя; Методы текстового, графического и табличного описания деятельности; Особые условия допуска к -; работе; Другие характеристики -; 3.1.3."
file_121409.pdf,Системный аналитик,06.022,«Техническое сопровождение проектирования Системы»,Трудовая функция,"Изучение и описание устройства и Уровень; Наименование Код A/03.4 4; работы систем-аналогов квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Изучение документации, учебных материалов, баз знаний и форумов по; системе-аналогу; Получение технической поддержки по работе в изучаемой системе-аналоге; Описание сценариев деятельности пользователей и сценариев; автоматических действий изучаемой системы-аналога; Тестовый прогон сценариев в роли пользователя изучаемой системы-; аналога; Описание структуры системы-аналога и взаимосвязей компонентов; Описание алгоритмов работы системы-аналога; Описывать устройство программных и программно-технических; комплексов и связей между их частями; Описывать алгоритмы; Описывать структуры данных; комплексов; Устройство и функционирование распространенных операционных систем; Метамодель деятельности; Методы текстового, графического и табличного описания деятельности; Базовые форматы и структуры данных; Особые условия допуска к -; работе; Другие характеристики -; 3.1.4."
file_121409.pdf,Системный аналитик,06.022,«Техническое сопровождение проектирования Системы»,Трудовая функция,"Извлечение и описание образцов; Уровень; Наименование данных и агрегированных значений из Код A/04.4 4; квалификации; систем-аналогов; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Получение доступа к данным; Получение массива данных из системы-источника; Исследование фактического формата полученных данных и ограничений на; них; Исследование зависимостей значений полученных данных; Получение агрегированных значений полученных данных; Оформление отчета с выводами, образцами и описанием фактических; структур данных в изучаемых системах и продуктах; мессенджерами; Вести деловую переписку; Пользоваться инструментами для доступа к данным, извлечения данных и; манипулирования данными в реляционных базах данных; Пользоваться инструментами для просмотра текстовых и двоичных данных; Описывать структуры данных; Работать с текстовыми документами; Работать с табличными документами; Языки манипулирования данными; Базовые форматы и структуры данных; Особые условия допуска к -; работе; Другие характеристики -; 3.1.5."
file_121409.pdf,Системный аналитик,06.022,«Техническое сопровождение проектирования Системы»,Трудовая функция,"Оформление проектной и; эксплуатационной документации в; Уровень; Наименование рамках обследования текущей Код A/05.4 4; квалификации; ситуации, проектирования и сдачи-; приемки Системы; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Предварительная систематизация и оформление собранных исходных; данных; Оформление протоколов интервью; Оформление отчета об обследовании; Оформление требований и проектных решений, разработанных в ходе; проектирования Системы; Группировать собранные материалы и открытые вопросы; Формировать отторгаемый пакет материалов или структуру в системе для; хранения документов; Пользоваться файловыми хранилищами и системами для хранения; документов; Пользоваться электронной почтой, системами управления задачами,; мессенджерами; Оформлять презентации, схемы и иллюстрации; Выделять и описывать изменения относительно предыдущих версий; проектных решений; Пользоваться растровыми и векторными графическими редакторами и; системами для создания схем; Пользоваться системами управления знаниями; Работать с текстовыми документами; Работать с электронными презентациями; Работать с табличными документами; Русский язык в объеме, необходимом для выполнения трудовой функции; Риторика в объеме, необходимом для выстраивания логики повествования; и презентации; Техника управления созданием больших документов; Правила оформления документов в соответствии с Единой системой; конструкторской документации; Отличия полного описания требований и проектных решений от описания; требований к изменению Системы или ее части; Основы классификации и кодирования информации; Особые условия допуска к -; работе; Другие характеристики -; 3.1.6."
file_121409.pdf,Системный аналитик,06.022,«Техническое сопровождение проектирования Системы»,Трудовая функция,"Постановка задачи на приобретение,; разработку, доработку или интеграцию Уровень; Наименование Код A/06.4 4; элемента поставки, разработка квалификации; требований к нему; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Описание алгоритма поведения элемента поставки и его взаимодействия с; окружением с учетом принятых ранее технических решений (деталей; реализации); Построение эскизов и технических описаний пользовательских; интерфейсов элемента поставки с учетом принятых ранее технических; решений (деталей реализации); Описание программных интерфейсов элемента поставки с учетом принятых; ранее технических решений (деталей реализации); Описание структур данных элемента поставки, разделяемых со смежными; системами, подсистемами или элементами поставки; Формулирование и оформление требований к элементу поставки и; постановка задачи на приобретение, разработку, доработку, интеграцию; элемента поставки; смежные системы, компоненты), интерфейсы (программные и; пользовательские); Выделять сценарии функционирования элемента поставки; Описывать сценарии и алгоритмы поведения элемента поставки и его; взаимодействия с окружением; Анализировать исключительные ситуации и формулировать; альтернативные сценарии поведения элемента поставки и его; взаимодействия с окружением; Выделять сценарии взаимодействия с окружением через отдельный; интерфейс элемента поставки; Описывать вызовы, их сигнатуры и структуры передаваемых через; отдельный интерфейс данных; Разрабатывать эскизы интерфейса пользователя; Формализовывать и описывать языки взаимодействия элемента поставки с; окружением; Разрабатывать детальное описание поведения интерфейса пользователя; Описывать концептуальную, логическую и физическую структуру базы; данных; Описывать объектно-ориентированную структуру данных; Описывать формат файла; Описывать структуру сообщения; Разрабатывать требования к изделиям машиностроения, приборостроения и; их составным частям; Готовить примеры входных и выходных данных для приемки элемента; поставки; Определять характеристики требований и наборов требований; Выявлять и устранять противоречия между алгоритмом поведения; элемента поставки, описаниями программных и пользовательских; интерфейсов, структур данных, алгоритмом функционирования и; интерфейсами надсистемы элемента поставки; комплексов; Концепции процедурного и объектно-ориентированного программирования; Основные техники тест-дизайна; Базовые знания об интерфейсах пользователя и технологиях их построения; Базовые представления об эргономике; Базовые технологии взаимодействия и интеграции систем и компонентов; Реляционные базы данных; Базовые форматы и структуры данных; Формальная логика; Атрибуты качества требований; Основные цели, задачи и принципы управления требованиями на всех; стадиях жизненного цикла изделий машиностроения, приборостроения и их; составных частей; Порядок построения и оформления технического задания на разработку; программы или программного изделия для вычислительных машин,; комплексов и систем; Атрибуты качества программного обеспечения; Особые условия допуска к -; работе; Другие характеристики -; 3.1.7."
file_121409.pdf,Системный аналитик,06.022,«Техническое сопровождение проектирования Системы»,Трудовая функция,"Сопровождение разработанных Уровень; Наименование Код A/07.4 4; требований и проектных решений квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Ответы на вопросы заинтересованных лиц относительно содержания; разработанных требований и проектных решений для Системы и ее частей; Выявление статуса реализации требований к Системе; Учет статуса реализации требований к Системе и проектных решений по; Системе; Определение степени покрытия требований к Системе проектными; решениями, кодом, тестами, дефектами; Сообщение статуса реализации требований заинтересованным лицам; Вести электронную переписку (почта и мессенджеры); Вести диалог в конфликтных переговорах; Обосновывать проектные решения и требования; Пользоваться системами управления знаниями; Работать с табличными и текстовыми документами; Наполнять базу знаний часто задаваемых вопросов; Пользоваться системами моделирования и учета требований; Процесс коммуникации, понятие контекста; Методы совмещения контекста отправителя и получателя информации; Русский язык в объеме, необходимом для выполнения трудовой функции; Виды связей и схемы трассировки требований и проектных решений; Особые условия допуска к -; работе; Другие характеристики -; 3.1.8."
file_121409.pdf,Системный аналитик,06.022,«Техническое сопровождение проектирования Системы»,Трудовая функция,"Выполнение предварительных; испытаний разработанного или; Уровень; Наименование интегрированного элемента поставки на Код A/08.4 4; квалификации; соответствие разработанным; требованиям к нему; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Создание сценариев приемки и наборов тестовых данных; Выполнение сценариев приемки; Оформление отчета о степени реализации требований к элементу поставки; и проектных решений по элементу поставки; Оформление отчетов о выявленных в ходе приемки дефектах; Выявление и постановка задач на коррекцию требований к элементу; поставки и связанных с ними проектных решений; Пользоваться системами управления задачами, запросами и дефектами; Особые условия допуска к -; работе; Другие характеристики -; 3.1.9."
file_121409.pdf,Системный аналитик,06.022,«Техническое сопровождение проектирования Системы»,Трудовая функция,"Разработка эксплуатационной; документации по Системе в рамках Уровень; Наименование Код A/09.4 4; надзора за реализацией требований к квалификации; элементу поставки; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Определение структуры документации; Разработка разделов документации; Тестирование документации и выявление дефектов в требованиях к; элементу поставки и связанных с ними проектных решениях; Постановка задач на коррекцию требований к элементу поставки и; связанных с ними проектных решений; Пользоваться системами управления знаниями; Структурировать деятельность; Разрабатывать регламенты эксплуатации; Разрабатывать инструкции пользователя, администратора, программиста; Процесс коммуникации, понятие контекста; Методы совмещения контекста отправителя и получателя информации; Русский язык в объеме, необходимом для выполнения трудовой функции; Особые условия допуска к -; работе; Другие характеристики -"
file_121409.pdf,Системный аналитик,06.022,«Техническое проектирование Системы и сопровождение,Трудовая функция,"Выделение и систематизация; установленных фактов, требований и; проектных решений, открытых; вопросов и противоречий на основе Уровень; Наименование Код B/01.5 5; изучения и анализа собранных квалификации; исходных данных в рамках сбора; потребностей заинтересованных сторон; и обследования текущей ситуации; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Изучение и предварительная индексация собранных исходных данных; Выделение установленных фактов, требований и проектных решений из; собранных исходных данных; Систематизация установленных фактов, требований и проектных решений; Анализ полноты и качества формулировок установленных требований,; решений и фактов, формулирование и сортировка вопросов и задач на; проектирование и уточнение исходных данных; Формулирование заданных на текущем этапе требований и принятых; решений; моделирования; Определять способы сбора и уточнения информации; Выделять и формулировать факты, требования и проектные решения; Определять характеристики требований и наборов требований; Работать с табличными и текстовыми документами; Пользоваться системами управления знаниями; Пользоваться системами управления задачами, запросами и дефектами; Основы классификации и кодирования информации; Основные цели, задачи и принципы управления требованиями на всех; стадиях жизненного цикла изделий машиностроения, приборостроения и их; составных частей; Атрибуты качества требований; Атрибуты качества программного обеспечения; Модели качества систем, программных продуктов и данных; Нефункциональные требования к ИТ-системам; Особые условия допуска к -; работе; Другие характеристики -; 3.2.2."
file_121409.pdf,Системный аналитик,06.022,«Техническое проектирование Системы и сопровождение,Трудовая функция,"Уровень; Наименование Логическое проектирование Системы Код B/02.5 5; квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Описание информационной технологии, организации, процесса, методики и; правового обеспечения автоматизированной и эксплуатационной; деятельности; Разработка логической структуры Системы и предложений по ее делению; на подсистемы; Проектирование логических алгоритмов поведения, взаимодействия; Системы с окружением, функционирования и логических структур; хранимых, обрабатываемых, принимаемых, передаваемых и выдаваемых; данных; Логическое описание интерфейсов пользователя и интеграций Системы; Описывать интересы, проблемы и цели заинтересованных сторон; Описывать деятельность по использованию и эксплуатации; ИТ-системы/продукта; Описывать организационную, техническую, функциональную,; информационную структуры Системы; Описывать решения по видам обеспечения Системы; Моделировать алгоритмы поведения и взаимодействия Системы с; окружением; Определять критерии реализации нефункциональных требований к; Системе и ее частям; Определять и описывать требования и возможные решения в области; защиты информации совместно со специалистами по информационной; безопасности; Моделировать структуры данных; Декомпозировать ИТ-системы и ИТ-продукты на подсистемы и элементы; поставки; Описывать интерфейсы пользователя на логическом уровне; Описывать интеграции со смежными системами на логическом уровне; Выявлять и устранять несоответствия между проектными решениями по; структуре (организационно-технической, функциональной и; информационной), функционированию, интерфейсам и требованиями к; Системе; Методы моделирования и описания устройства и функционирования ИТ-; систем/продуктов, их частей, обеспечения и окружения; Методы функциональной декомпозиции ИТ-систем; Атрибуты качества программного обеспечения; Основы защиты информации и базовые угрозы; Виды нефункциональных требований к ИТ-системам; Модели качества систем, программных продуктов и данных; Базовые технологии взаимодействия и интеграции систем и компонентов; Основы защиты информации при построении взаимодействия систем и; компонентов; Порядок построения и оформления технического задания на; автоматизированную систему; Стадии создания автоматизированной системы; Требования к содержанию документов, разрабатываемых при создании; автоматизированной системы; Процессы жизненного цикла систем; Основы эргономики; Особые условия допуска к -; работе; Другие характеристики -; 3.2.3."
file_121409.pdf,Системный аналитик,06.022,«Техническое проектирование Системы и сопровождение,Трудовая функция,"Разработка технических (включающих; Уровень; Наименование детали реализации) решений по Код B/03.5 5; квалификации; Системе; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Выработка технических (включающих детали реализации) решений по; Системе на основе типовых проектных решений (архитектурных и; конструктивных шаблонов), исходных проектных решений и требований к; Системе и ее частям; Описание программно-технической структуры (дизайна) Системы с; делением до уровня подсистем и элементов поставки; Описание технологии обработки данных, алгоритмов функционирования,; поведения и взаимодействия с окружением Системы на уровне; взаимодействия подсистем или элементов поставки с учетом принятых; технических решений (деталей реализации); Описание структур данных: хранимых и передаваемых при; функционировании Системы с учетом принятых технических решений; (деталей реализации); Описание программных и пользовательских интерфейсов Системы и; подсистем с учетом принятых технических решений (деталей реализации); Анализ выполнимости требований к системе с принятыми проектными; решениями; ИТ-систем/продуктов, их частей, обеспечения и окружения; Выявлять и устранять несоответствия между разными частями проектных; решений; Моделировать последовательность взаимодействия частей Системы при; выполнении функций; Базовые технологии взаимодействия и интеграции систем и компонентов; Базовые знания об интерфейсах пользователей (в том числе графических) и; технологиях их построения; Базовые представления об эргономике; Базовые технологии взаимодействия и интеграции систем и компонентов; Основы защиты информации при построении взаимодействия систем и; компонентов; Реляционные базы данных; Базовые форматы и структуры данных; Порядок построения и оформления технического задания на; автоматизированную систему; Стадии создания автоматизированной системы; Требования к содержанию документов, разрабатываемых при создании; автоматизированной системы; Процессы жизненного цикла систем; Способы описания структур данных; Особые условия допуска к -; работе; Другие характеристики -; 3.2.4."
file_121409.pdf,Системный аналитик,06.022,«Техническое проектирование Системы и сопровождение,Трудовая функция,"Постановка задачи на приобретение,; разработку, доработку или интеграцию Уровень; Наименование Код B/04.5 5; подсистемы, разработка требований к квалификации; ней; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Фиксация и формулирование требований к подсистеме; Проверка зафиксированных требований на соответствие принятым; проектным решениям; Проверка полноты и качества формулировок требований и набора; требований; их составным частям; Определять характеристики требований и наборов требований; Основные цели, задачи и принципы управления требованиями на всех; стадиях жизненного цикла изделий машиностроения, приборостроения и их; составных частей; Порядок построения и оформления технического задания на разработку; программы или программного изделия для вычислительных машин,; комплексов и систем; Порядок построения и оформления технического задания на; автоматизированную систему; Стадии создания автоматизированной системы; Требования к содержанию документов, разрабатываемых при создании; автоматизированной системы; Процессы жизненного цикла систем; Формальная логика; Основные техники тест-дизайна; Виды нефункциональных требований к ИТ-системам; Модели качества систем, программных продуктов и данных; Атрибуты качества программного обеспечения; Особые условия допуска к -; работе; Другие характеристики -; 3.2.5."
file_121409.pdf,Системный аналитик,06.022,«Техническое проектирование Системы и сопровождение,Трудовая функция,"Согласование разработанных; проектных решений и требований к; Уровень; Наименование Системе с согласующими лицами и Код B/05.5 5; квалификации; передача их заинтересованным; сторонам; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Представление проектных решений, требований к Системе и ее частям или; изменений в требованиях и проектных решениях согласующим лицам и; заинтересованным сторонам; Сбор, сортировка и обработка замечаний от согласующих лиц; Обсуждение замечаний, согласование окончательных формулировок; проектных решений и требований к Системе и ее частям с согласующими; лицами; Управление оформлением и согласованием проектных решений и; требований к Системе и ее частям; Вести деловую переписку и деловые переговоры; Обосновывать требования и проектные решения; Вести диалог в конфликтных переговорах; Работать с реестрами и сводками замечаний; Управлять оформлением и согласованием больших документов и пакетов; документов через контрольные списки, матрицы, сводки замечаний и; рабочую разметку документа; Планировать согласование, сортировать замечания и определять задачи на; доработки, устранение противоречий и неопределенности; Риторика – техника выступления; Русский язык в объеме, необходимом для выполнения трудовой функции; Особые условия допуска к -; работе; Другие характеристики -; 3.2.6."
file_121409.pdf,Системный аналитик,06.022,«Техническое проектирование Системы и сопровождение,Трудовая функция,"Управление изменениями проектных; Уровень; Наименование решений по Системе и требований к Код B/06.5 5; квалификации; Системе и ее частям; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Учет взаимосвязей (трассировка) проектных решений и требований к; Системе и ее частям; Сбор и сортировка запросов пользователей и заинтересованных лиц на; изменение Системы, инцидентов, проблем в эксплуатации; Выявление требований и проектных решений, затронутых полученным; запросом на изменение; Формулирование и выделение изменений в требованиях и проектных; решениях, затронутых полученным запросом на изменение; Выявление открытых вопросов и их адресатов, необходимых проектных; решений для реализации запрошенного изменения; Работать с табличными и текстовыми документами; Пользоваться системами управления задачами, запросами и дефектами; Пользоваться системами управления знаниями; Оформлять отчеты о выявленных дефектах; Производить анализ влияния изменений; Инструменты и способы трассировки; Методика полного и инкрементного описания требований и проектных; решений; Техники приоритизации запросов; Особые условия допуска к -; работе; Другие характеристики -; 3.2.7."
file_121409.pdf,Системный аналитик,06.022,«Техническое проектирование Системы и сопровождение,Трудовая функция,"Сопровождение испытаний; развернутой подсистемы или очереди; Уровень; Наименование Системы на соответствие Код B/07.5 5; квалификации; разработанным требованиям к; подсистеме; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Определение демонстрируемого при испытаниях процесса работы; пользователей и состава сценариев приемки Системы; Разработка сценариев приемки Системы и наборов тестовых данных; Выполнение сценариев приемки на развернутой Системе; Постановка задач на выполнение сценариев приемки на развернутой; Системе и контроль выполнения; Оформление отчета о степени реализации в Системе требований и; проектных решений; Оформление отчетов о выявленных при испытаниях Системы дефектах; Постановка задач на коррекцию требований и проектных решений по; Системе по итогам испытаний; взаимосвязанные сценарии; Определять критерии готовности для требований к Системе; Пользоваться системами управления задачами, запросами и дефектами; Формальная логика; Особые условия допуска к -; работе; Другие характеристики -; 3.2.8."
